gender,category_name,question,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,grade,comment
여,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,더 공부를 빡세게 할 생각에 무섭다,,,,,,중,"중학교 진학 이후 학업에 대한 인식을 하고 있으나, 그로 인한 발전을 기대하기보다는 두려움을 더 크게 느끼고 있다. 
학업에 대한 두려움을 살펴볼 필요가 있다."
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,합격 불합격 발표 순간,,,,,,중,"입시에 대한 기대감이 드러나지만 장기적 관점에서 진로에 대한 긍정적 기대가 드러나지는 않는다. 
합격 불합격 순간에 기대하는 것은 무엇이며, 이는 미래의 어떤 기대와 연관이 되는지 살펴보면 좋겠다. 
"
여,긍정적자아상,아빠는 나를,딸로 생각한다,,,,,,중,"아버지와의 관계나 긍정적 자아상이 잘 드러나지는 않는다. 
딸로 생각한다는 의미와 이에 대해 어떤 마음이 드는지 더 탐색할 필요가 있다. "
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,"공부, 입시",,,,,,상,"진로와 관련하여 걱정되는 것을 비교적 구체적으로 응답하고 있다. 실제 수학 성취도와 학습 능력에 대해 탐색하고, 학습 역량을 조력할 필요가 있을 수 있다. 
또한 예체능 계열의 입시 특성상 불안 등의 정서적 조력이 필요할 수 있다."
여,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",성공하고 싶다,성공해서 남 부럽지 않게 살고싶기 때문,교수,내 마인드로 가르치고 싶기 때문,정치가,우리나라를 성공시키기 위해서,중,"교수나 정치가 등 구체적인 직업을 언급하고 있지만 되고 싶은 이유에서 흥미나 적성 등의 다양한 직업가치가 반영되어 있기 보다는 단순한 경향이 있다. 한편 성공에 대한 막연한 열망이 느껴지는데, 어떤 삶을 성공이라고 생각하는지 살펴볼 필요가 있다. "
여,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,일상이다,,,,,,중,대인관계에 대해 중립적으로 표현하고 있어서 긍정적인 관계를 경험하고 있는지 잘 드러나지 않는다. 친구들과 대화가 일상이라는 것이 자신에게 정서적으로 어떤 영향을 미치는지 탐색해 보면 좋겠다.
여,긍정적자아상,엄마는 나를,매우 사랑하신다,,,,,,상,엄마의 사랑을 느끼고 있으며 긍정적인 자아상을 형성하고 있다.
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,나의 공부 실력,,,,,,상,앞으로 가장 걱정되는 것이 나의 공부 실력이라고 하였는데 공부를 잘할 수 있을지 걱정을 가지고 있는 것으로 보인다. 특히 어떤 부분이 걱정이 되는지 탐색할 필요가 있고 그 부분에 초점을 맞추어 학생을 격려하고 도울 필요가 있겠다.
여,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,엄마를 기쁘게 해드리고 좋은 대학교에 들어가기 위해서이다.,,,,,,중,공부를 하는 이유에 대해 엄마를 기쁘게 해드리고 좋은 대학에 들어가기 위함이라고 답한 것으로 보아 공부와 진로를 어느 정도 연결시켜 생각하고 있는 것으로 보인다. 다만 아직까지 자신의 구체적인 진로와는 연결시키지 못하고 있으므로 좋은 대학은 어떤 대학을 의미하고 진로와는 어떻게 연결될지 등의 추가 탐색이 필요하겠다.
여,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",변호사,"내 가족 중 한명이 이 직업을 가지고 있고, 돈을 잘 벌기 때문",가수 / 아이돌,나는 노래 부르는 것을 좋아하고 즐겨하기 때문,웹툰작가,나는 그림을 그리는 것과 이야기를 좋아하기 때문,상,되고 싶은 직업을 구체적으로 언급하고 있고 그 이유로는 주로 흥미를 고려하고 있으나 직업의 외적 조건만을 고려한 선택도 있다.
여,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,"돈을 벌어야 하고, 자기계발을 위해",,,,,,상,"직업의 필요성으로 생계유지와 적성의 계발을 꼽고 있어 내, 외적 진로가치를 모두 중시함을 알 수 있다."
남,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",발레리노,발레를 좋아하기 때문,화가,그림 그리는걸 좋아하기 때문,유튜버,게임을 좋아해서,상,되고 싶은 직업의 이름을 구체적으로 인식하고 있고 그 직업을 갖고 싶은 이유로는 흥미를 가장 크게 고려하고 있다.
남,긍정적자아상,나는 ___________________________(한) 사람이다.,그냥 그런,,,,,,중,자신을 그냥 그런 사람으로 표현하며 특별한 특징을 언급하고 있지 않다. 그냥 그런은 긍정도 부정도 아닌 표현으로 그렇게 판단한 근거를 질문하여 구체적 의미를 탐색할 필요가 있다.
남,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",친구 말을 듣는다,,,,,,중,친구들과 의견이 다를 때 주로 친구의 의견을 수용하며 양보하는 것으로 판단된다.
남,대인관계 및 의사소통 역량,나에게 친구란,평생동안 서로를 도와주는 사이다,,,,,,상,친구에 대해 일평생 소중한 상호적 관계로 응답하고 있다.
남,자기이해,내가 좋아하거나 즐거워하는 활동은,수영과 같은 운동이다,,,,,,상,흥미를 느끼며 즐거워하는 활동을 구체적으로 인식하고 있다.
남,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",미래를 위한 생각이다,,,,,,상,계획을 세우는 것이 미래를 위한 것임을 인식하고 있다.
남,자기이해,"내가 좋아하는 과목은 _________이고, 그 이유는 ___________________이다.",체육,친구들과 같이 노는게 재밌기 때문,,,,,상,친구들과 즐겁게 상호 작용할 수 있는 점을 좋아하는 과목에 대한 흥미의 원인으로 꼽고 있다.
여,대인관계 및 의사소통 역량,나에게 친구란,나에게 도움을 주는 해피 바이러스 같은 존재이다,,,,,,상,또래에 대한 애정이 있으며 소중한 존재로 여기고 있다.
남,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,균형에 맞게 나라를 다스려야 하기 때문이다,,,,,,상,사회적 기여 측면에서 직업의 필요성에 대해 응답하였다. 다른 이유에 대해서도 알고 있는지 추가로 살펴볼 필요가 있다.
남,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,지구가 멸망하는(한국전쟁 다시 시작)인 것,,,,,,하,응답 내용만으로는 학생이 어떤 진로 장벽을 걱정하고 있는지 파악하기 어렵다. 어떤 이유에서 지구가 멸망하는 것이 걱정되는지 추가 질문을 통해 탐색할 필요가 있다.
남,자기이해,"내가 좋아하는 과목은 _________이고, 그 이유는 ___________________이다.","국어, 체육 등","읽고 쓰는 것, 몸으로 활동하는걸 좋아하기 때문",,,,,상,"좋아하는 과목을 기술하였으며 그 이유 역시 구체적이고 합당하다. 평소 활동적이면서도 읽고 쓰는 것을 좋아하는 학생의 특성이 드러난다. 또 다른 과목 중 좋아하는 것이 있는지 탐색하면 학생의 진로 흥미 및 특성을 폭넓게 살펴볼 수 있을 것으로 보인다.

"
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,꾸준히 공부하고 (적성에 맞는) 찾아보는(?) 것,,,,,,상,자신의 꿈과 연계하여 구체적인 노력을 기울이고 있다. 학생의 성실함을 격려하는 것과 더불어 공부가 어떤 면에서 원하는 직업을 갖는 데 도움이 된다고 생각하는지 탐색할 필요가 있다. 더불어 꿈을 이루기 위해 공부 이외에 준비해야 할 것은 무엇인지에 대한 탐색이 필요하다.
남,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",컴퓨터 프로그래머,내가 좋아하고 잘 하는 일이기 때문,화이트해커,내가 좋아하는 일로 남을 도와주고 싶기 때문이다,교사,내가 존경하는 사람이 교사고 나에게 그 재능이 있기 때문,상,되고 싶은 직업을 구체적으로 언급하고 있으며 흥미와 적성 및 자신의 진로 가치를 기반으로 그 이유를 언급하고 있다. 되고 싶은 직업들 간에 어느 정도 연관성이 보여 자신의 특성을 뚜렷하게 인식하고 있는 것으로 판단된다.  
남,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,더 많은 공부를 하고 진로에 관심을 가질 것이다,,,,,,상,중학교 진학에 대한 포부와 성장 및 발전에 대한 다짐을 언급하고 있다.
남,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",나의 의견을 따르고 싶다,,,,,,중,부모님과 의견이 다를 때 자신의 의견을 따르고 싶은 마음은 당연하므로 실제로 어떠한 의사소통과정을 거쳐 결론에 도달하는지 탐색이 필요하다.
남,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,중학교를 간다,,,,,,중,단순히 중학교 진학 사실만을 언급하고 있고 중학교 진학에 대한 포부나 성장과 발전을 위한 다짐에 대해서는 표현하지 않고 있다.
남,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,닌텐도에 관한 것,,,,,,하,앞으로 가장 기대되는 것으로 갖고 싶은 게임을 언급하고 있다. 진로나 자신의 미래에 대한 조망을 기반으로 하기보다 현재의 만족을 고려하여 응답하고 있다.
남,긍정적자아상,아빠는 나를,열심히 가르쳐 주신다,,,,,,상,아빠의 사랑을 구체적인 양육행동으로 보고하고 있다.
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,거의 매일 운동하는 것,,,,,,중,원하는 직업 중 운동선수에 해당되는 노력을 열심히 실행하고 있다. 다만 운동선수로서의 진로는 이른 나이에 결정하는 경우가 많으므로 현재 구체적인 종목이나 전문적인 훈련 과정에 대한 탐색이 필요하리라 판단된다.
남,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",유튜버와 운동선수에 대해 알고싶다,,,,,,중,유튜버와 운동선수를 더 조사해보고 싶은 직업으로 응답하고 있다.
남,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,"나에게 알맞은, 내가 그 직업에서 재능을 충분히 발휘 할 수 있는 것 같다",,,,,,상,좋은 직업의 판단기준으로 적성에 맞는 직업으로 응답하고 있다.
남,자기이해,내가 좋아하거나 즐거워하는 활동은,친구들과 노는 것이다,,,,,,중,자신이 즐거워하는 활동을 친구들과 노는 것이라고 답하였는데 진로와 관련된 다른 흥미는 무엇이 있는지 살펴보면 좋겠다.
